listing_id,city,neighbourhood,property_type,bedrooms,bathrooms,area_sqm,building_age_years,floor,has_generator,has_borehole,tiled,gated_security,furnished,listed_on,listing_source,monthly_rent_xaf
LS-00068,Yaounde,Mvan,apartment,1,2,45.7,4,1,no,TRUE,TRUE,FALSE,FALSE,11/06/2026,agency,108126
LS-00936,Yaounde,Etoudi,apartment,4,3,123.8,18,4,FALSE,FALSE,TRUE,FALSE,FALSE,17/08/2026,informal,387301
LS-01098,Yaounde,Mimboman,apartment,2,2,85.2,5,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-01,portal,132253
LS-03149,Douala,Bonapriso,apartment,1,1,39.8,0,0,TRUE,FALSE,FALSE,TRUE,TRUE,2025-09-08,informal,
LS-05890,Douala,Deido,apartment,1,1,54.4,11,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-02-04,portal,112684
LS-01595,Yaounde,Nsam,duplex,2,3,98.0,0,3,FALSE,TRUE,FALSE,FALSE,FALSE,2025-10-11,informal,"237,098"
LS-02108,Yaounde,Omnisport,studio,1,1,48.1,0,1,FALSE,FALSE,FALSE,TRUE,FALSE,2026-07-07,agency,86661
LS-00632,Douala,Bonaberi,apartment,2,3,79.7,3,0,TRUE,FALSE,TRUE,FALSE,TRUE,2025-11-18,agency,196640
LS-06136,Yaounde,Mvog-Betsi,apartment,1,1,56.4,13,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-10-29,portal,107472
LS-04186,Yaounde,Mvan,studio,5,5,133.7,16,0,FALSE,TRUE,FALSE,FALSE,FALSE,2026-02-18,agency,408504
LS-05277,Yaounde,Biyem-Assi,studio,1,2,61.8,17,0,TRUE,TRUE,FALSE,TRUE,FALSE,2026-07-11,portal,141547
LS-04758,Yaounde,Nkolbisson,studio,2,3,76.4,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-11-27,agency,125160
LS-03534,Yaounde,Biyem-Assi,chambre moderne,5,3,181.8,2,0,TRUE,TRUE,TRUE,FALSE,FALSE,2026-08-18,portal,807904
LS-03877,Yaounde,Biyem-Assi,duplex,4,3,134.5,7,1,FALSE,FALSE,FALSE,FALSE,TRUE,2025-10-23,portal,532450
LS-05804,Yaounde,Nkolbisson,apartment,2,1,71.4,24,1,FALSE,FALSE,FALSE,FALSE,FALSE,09/07/2025,agency,106450
LS-02652,Yaounde,Biyem-Assi,apartment,2,1,71.6,25,3,FALSE,TRUE,FALSE,FALSE,FALSE,2025-11-28,informal,125229
LS-01931,Douala,Logpom,chambre moderne,4,3,129.2,20,2,FALSE,FALSE,FALSE,FALSE,TRUE,2026-03-04,portal,307719
LS-04933,Yaounde,Nkolbisson,chambre moderne,1,1,70.2,26,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-07-07,agency,106370
LS-00217,Yaounde,Nkolbisson,apartment,0,1,14.0,26,0,FALSE,FALSE,TRUE,FALSE,FALSE,14/03/2026,agency,31408
LS-04562,Douala,Bonaberi,apartment,3,3,113.4,20,4,FALSE,FALSE,FALSE,FALSE,TRUE,08/03/2026,informal,
LS-05133,Yaounde,Golf,villa,3,2,113.3,15,0,FALSE,FALSE,FALSE,TRUE,FALSE,2025-10-04,portal,392615
LS-01400,Yaounde,Nsam,studio,2,2,72.2 m2,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,24/12/2025,informal,
LS-01379,Yaounde,Etoudi,chambre moderne,2,2,72.8,17,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-11-01,agency,"126,928"
LS-01655,Yaounde,Emana,chambre moderne,4,3,109.7,17,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-09-21,informal,
LS-03880,Douala,Logpom,apartment,0,1,35.7,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-19,agency,131003
LS-03124,Douala,Bonanjo,villa,2,3,62.4,8,1,TRUE,FALSE,TRUE,TRUE,TRUE,2026-08-01,informal,202525
LS-02776,Yaounde,Mendong,duplex,3,2,99.8,25,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-08-07,agency,196623
LS-05796,Douala,Makepe,apartment,1,2,43.5,1,0,TRUE,FALSE,TRUE,FALSE,TRUE,2025-08-11,informal,195976
LS-05670,Douala,Ndokoti,apartment,3,2,77.9,15,0,FALSE,TRUE,FALSE,FALSE,FALSE,18/07/2025,agency,"163,271"
LS-04725,Douala,Bonamoussadi,apartment,1,1,46.6,3,0,FALSE,FALSE,TRUE,TRUE,FALSE,2025-07-30,portal,117794
LS-01711,Yaounde,Mendong,apartment,2,3,65.1,24,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-06-12,agency,117232
LS-04610,Yaounde,Bastos,villa,3,2,93.8,7,0,TRUE,FALSE,FALSE,TRUE,FALSE,26/08/2025,agency,370709
LS-03216,Douala,Ndokoti,apartment,2,2,79.6,8,0,FALSE,TRUE,FALSE,TRUE,FALSE,27/02/2026,agency,170245
LS-01448,Yaounde,Emana,apartment,3,2,99.9,10,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-16,agency,231351
LS-03456,Yaounde,Golf,apartment,1,1,45.3,24,3,TRUE,TRUE,TRUE,FALSE,TRUE,2025-07-24,portal,146620
LS-03944,Douala,Bepanda,apartment,3,4,101.5,19,3,FALSE,FALSE,FALSE,FALSE,FALSE,2025-12-12,informal,
LS-00222,Yaounde,Biyem-Assi,apartment,2,1,69.3,6,4,no,FALSE,FALSE,TRUE,FALSE,2026-07-30,informal,181477
LS-02247,Yaounde,Nkolbisson,studio,1,2,54.2,16,3,FALSE,FALSE,TRUE,FALSE,FALSE,2026-03-29,agency,101830
LS-01370,Douala,Bepanda,duplex,3,1,102.2,7,0,FALSE,FALSE,FALSE,FALSE,FALSE,24/07/2026,informal,401673
LS-02150,Douala,Bonanjo,apartment,2,2,71.1,34,0,TRUE,TRUE,TRUE,TRUE,TRUE,2026-08-05,portal,216417
LS-01581,Douala,Bonaberi,apartment,3,3,108.5,16,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-24,informal,
LS-00889,Douala,Bonapriso,studio,2,1,89.6,6,0,TRUE,TRUE,TRUE,TRUE,FALSE,19/08/2025,informal,253862
LS-00011,Douala,New Bell,duplex,2,2,93.8,18,3,FALSE,TRUE,TRUE,FALSE,FALSE,2026-01-31,portal,162296
LS-01348,Douala,Makepe,apartment,3,3,93.5,16,0,FALSE,TRUE,TRUE,FALSE,FALSE,15/02/2026,agency,582763
LS-01680,Douala,Bonamoussadi,apartment,3,3,89.3,39,2,FALSE,TRUE,TRUE,TRUE,TRUE,2026-02-20,informal,
LS-01694,Yaounde,Mimboman,apartment,2,2,74.4,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,2026-01-31,portal,126426
LS-01194,Yaounde,Nsam,studio,2,2,82.9,1,3,FALSE,FALSE,TRUE,FALSE,FALSE,2025-08-14,portal,259077
LS-01544,Yaounde,Mvan,apartment,1,1,61.3,27,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-03-04,agency,146360
LS-03019,Yaounde,Golf,apartment,2,2,84.4,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,2025-07-05,agency,573045
LS-05444,Yaounde,Bastos,apartment,1,2,44.2,13,2,TRUE,TRUE,TRUE,FALSE,FALSE,30/11/2025,agency,174892
LS-02972,Douala,Logpom,villa,3,2,87.9,28,3,TRUE,TRUE,FALSE,FALSE,FALSE,2026-02-12,informal,249995
LS-04678,Douala,Ndokoti,apartment,0,1,19.8,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-04,portal,52352
LS-05669,Douala,Bonapriso,duplex,2,2,80.4,9,1,FALSE,TRUE,TRUE,TRUE,FALSE,2025-08-21,portal,236731
LS-02413,Douala,Ndokoti,apartment,1,2,45.2,20,0,FALSE,TRUE,TRUE,FALSE,FALSE,2026-02-27,agency,77796
LS-05504,Douala,Akwa,apartment,3,2,89.9,19,1,TRUE,FALSE,TRUE,FALSE,TRUE,2025-11-17,agency,294676
LS-03569,Douala,Logpom,duplex,4,2,112.7,23,1,yes,FALSE,FALSE,FALSE,FALSE,2026-02-27,informal,
LS-01123,Douala,Makepe,apartment,4,3,120.5,19,0,FALSE,TRUE,FALSE,FALSE,FALSE,2025-12-13,portal,489422
LS-01313,Yaounde,Bastos,villa,3,2,105.4,4,1,FALSE,FALSE,FALSE,TRUE,FALSE,14/10/2025,agency,439081
LS-03317,Douala,Akwa,apartment,2,2,75.5,18,2,FALSE,TRUE,FALSE,FALSE,FALSE,2025-12-01,agency,255537
LS-04360,Yaounde,Mimboman,apartment,3,2,98.3,8,1,TRUE,TRUE,FALSE,FALSE,FALSE,2026-02-15,informal,198849
LS-05690,Yaounde,Golf,apartment,1,2,36.1,15,0,TRUE,TRUE,TRUE,TRUE,TRUE,2026-05-25,portal,165606
LS-01014,Yaounde,Bastos,villa,3,3,92.4,2,0,TRUE,TRUE,FALSE,TRUE,FALSE,2026-07-07,informal,
LS-05201,Douala,Bonamoussadi,apartment,2,2,83.5,19,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-24,agency,164038
LS-01832,Douala,Bonamoussadi,chambre moderne,4,2,112.8,4,2,FALSE,TRUE,FALSE,TRUE,FALSE,2026-01-30,agency,314941
LS-00399,Yaounde,Omnisport,studio,3,3,80.4,25,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-04-10,agency,182320
LS-00779,Douala,Logpom,apartment,0,1,19.1,11,1,no,FALSE,TRUE,FALSE,FALSE,2026-01-17,agency,92929
LS-04701,Yaounde,Mimboman,villa,4,3,112.0,15,1,TRUE,TRUE,TRUE,FALSE,FALSE,2026-03-15,agency,363978
LS-01730,Douala,Logpom,apartment,5,2,163.3,10,2,TRUE,TRUE,FALSE,FALSE,TRUE,2026-05-13,agency,611377
LS-02369,Douala,PK14,studio,1,1,59.9 m2,26,3,no,TRUE,FALSE,FALSE,FALSE,2025-10-21,agency,69842
LS-05084,Douala,Logpom,villa,4,3,110.5,25,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-04-18,agency,318762
LS-02117,Douala,Bonaberi,villa,0,1,29.0,29,4,FALSE,FALSE,FALSE,FALSE,FALSE,2025-09-26,agency,53202
LS-00359,Douala,Bonamoussadi,duplex,3,2,85.2,4,0,TRUE,TRUE,FALSE,TRUE,FALSE,2025-09-16,agency,263262
LS-02624,Douala,Bepanda,studio,1,1,27.8,7,1,FALSE,TRUE,FALSE,FALSE,FALSE,2025-10-14,portal,64979
LS-06040,Yaounde,Mvog-Betsi,villa,1,1,53.8,24,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-07-30,portal,65894
LS-03560,Douala,Akwa,duplex,4,3,118.8,8,0,FALSE,FALSE,FALSE,TRUE,FALSE,2026-06-24,agency,437387
LS-01338,Douala,Akwa,apartment,1,2,55.6,28,0,TRUE,FALSE,TRUE,TRUE,FALSE,2026-05-13,agency,86978
LS-04817,Yaounde,Biyem-Assi,chambre moderne,1,2,52.2,4,1,TRUE,FALSE,TRUE,FALSE,FALSE,2025-12-20,portal,82502
LS-06177,Douala,Bonaberi,studio,2,2,63.7,16,0,TRUE,FALSE,FALSE,FALSE,FALSE,2025-07-09,portal,110187
LS-05694,Yaounde,Biyem-Assi,apartment,0,1,14.0,7,1,FALSE,FALSE,TRUE,TRUE,FALSE,2025-12-27,informal,86040
LS-00582,Douala,Akwa,studio,3,2,90.2,17,1,TRUE,TRUE,FALSE,TRUE,FALSE,2026-03-02,agency,374920
LS-02037,Yaounde,Bastos,apartment,2,1,67.1,15,1,FALSE,FALSE,TRUE,TRUE,TRUE,2025-11-29,agency,157266
LS-01381,Douala,Ndokoti,apartment,1,1,47.9,6,3,FALSE,TRUE,TRUE,FALSE,FALSE,2025-08-26,informal,
LS-04367,Yaounde,Mvan,apartment,2,2,85.0,35,3,FALSE,FALSE,FALSE,FALSE,FALSE,05/09/2025,informal,184006
LS-03355,Douala,Ndokoti,villa,3,3,86.2,18,4,FALSE,TRUE,FALSE,FALSE,FALSE,2026-05-06,informal,135201
LS-00854,Yaounde,Etoudi,studio,0,1,14.0,34,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-07-24,informal,86956
LS-03968,Yaounde,Nsam,villa,5,4,150.3,17,4,TRUE,FALSE,FALSE,FALSE,FALSE,2026-06-12,informal,
LS-00329,Yaounde,Biyem-Assi,duplex,3,2,93.9,13,4,TRUE,TRUE,FALSE,TRUE,FALSE,2026-03-15,portal,290613
LS-01725,Yaounde,Emana,studio,1,2,53.1 m2,14,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-09-17,agency,95254
LS-05835,Yaounde,Mendong,studio,2,2,67.3,20,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-07,portal,117786
LS-05447,Douala,Makepe,apartment,3,2,98.0,4,1,TRUE,TRUE,FALSE,FALSE,TRUE,2025-07-23,agency,218300
LS-03263,Douala,New Bell,villa,0,1,14.0,48,2,FALSE,TRUE,FALSE,FALSE,FALSE,2025-12-16,informal,
LS-04720,Douala,Bonapriso,apartment,5,3,136.9,6,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-05,portal,870327
LS-00575,Yaounde,Nsam,chambre moderne,1,2,52.2,31,2,FALSE,FALSE,TRUE,FALSE,FALSE,06/03/2026,agency,75420
LS-01888,Yaounde,Mimboman,villa,1,1,52.9,9,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-11-30,agency,79783
LS-05695,Douala,Akwa,duplex,3,3,94.8,6,4,FALSE,FALSE,TRUE,FALSE,FALSE,2025-07-16,portal,358650
LS-00916,Yaounde,Nsam,duplex,3,3,81.3,18,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-12,informal,
LS-03921,Douala,Deido,villa,3,3,105.1,8,0,no,FALSE,TRUE,TRUE,FALSE,2026-03-05,agency,264023
LS-04827,Douala,Bonaberi,villa,1,2,41.8,18,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-03,agency,65886
LS-05869,Douala,Ndokoti,villa,3,3,98.5,0,2,FALSE,TRUE,FALSE,FALSE,FALSE,2025-11-02,portal,224985
LS-05298,Yaounde,Omnisport,chambre moderne,0,1,14.0,32,4,TRUE,TRUE,FALSE,FALSE,TRUE,2025-08-29,agency,106501
LS-02916,Douala,New Bell,studio,0,1,41.6,22,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-05-09,agency,73852
LS-04399,Douala,Logpom,duplex,3,3,82.7,26,0,FALSE,FALSE,FALSE,FALSE,FALSE,17/05/2026,agency,217708
LS-02935,Douala,Ndokoti,villa,2,1,79.8,7,2,FALSE,FALSE,FALSE,FALSE,FALSE,2025-10-04,agency,117298
LS-04601,Douala,PK14,apartment,3,3,101.2,11,4,FALSE,TRUE,FALSE,FALSE,FALSE,2026-05-01,informal,243580
LS-01074,Yaounde,Bastos,apartment,2,1,75.0,11,1,FALSE,TRUE,FALSE,TRUE,FALSE,14/03/2026,portal,231051
LS-00594,Yaounde,Emana,duplex,2,2,85.1,18,0,TRUE,TRUE,TRUE,FALSE,FALSE,2026-08-13,agency,129263
LS-05868,Douala,PK14,villa,5,3,169.3,14,3,FALSE,TRUE,TRUE,FALSE,FALSE,2026-08-23,portal,464913
LS-05471,Douala,Deido,apartment,2,2,81.1,3,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-08-21,portal,86615
LS-03281,Yaounde,Mimboman,apartment,1,2,54.5,13,1,FALSE,FALSE,FALSE,FALSE,TRUE,2025-07-01,agency,"122,191"
LS-02493,Yaounde,Nsam,apartment,2,1,83.0,21,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-07-16,portal,96997
LS-05318,Douala,New Bell,studio,4,3,131.4,12,3,FALSE,TRUE,FALSE,FALSE,FALSE,2026-07-02,portal,239165
LS-01486,Yaounde,Bastos,studio,0,1,39.4,12,1,FALSE,FALSE,TRUE,TRUE,TRUE,2025-08-10,portal,115276
LS-05353,Yaounde,Biyem-Assi,apartment,3,3,95.6,4,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-06-28,portal,268010
LS-01787,Yaounde,Etoudi,duplex,2,1,55.1,8,1,FALSE,FALSE,TRUE,TRUE,FALSE,2026-06-21,informal,212244
LS-05130,Douala,Bonaberi,apartment,3,3,99.8,16,2,TRUE,FALSE,FALSE,FALSE,FALSE,2026-02-26,agency,261252
LS-00746,Yaounde,Mimboman,apartment,1,1,54.6,9,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-03-11,portal,101089
LS-03523,Yaounde,Bastos,villa,1,2,49.2,20,3,TRUE,FALSE,TRUE,TRUE,FALSE,2025-08-18,agency,212997
LS-03388,Yaounde,Nsam,studio,3,2,109.8,20,1,no,TRUE,TRUE,FALSE,FALSE,2026-03-21,portal,196438
LS-05849,Yaounde,Nsam,villa,2,2,80.3,12,1,FALSE,FALSE,TRUE,FALSE,FALSE,2025-10-14,informal,138772
LS-05732,Yaounde,Mvog-Betsi,apartment,2,1,74.0,7,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-31,informal,
LS-03857,Yaounde,Omnisport,apartment,1,1,48.2,9,0,FALSE,TRUE,FALSE,FALSE,FALSE,2025-09-14,agency,150698
LS-01621,Yaounde,Mendong,duplex,3,2,118.3,21,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-04-02,informal,
LS-01938,Douala,Bonaberi,apartment,1,2,41.3,32,0,TRUE,FALSE,FALSE,FALSE,FALSE,2026-06-24,portal,77813
LS-03318,Douala,Makepe,chambre moderne,1,2,44.5,15,3,FALSE,TRUE,FALSE,FALSE,FALSE,2026-04-11,agency,87045
LS-01256,Douala,New Bell,chambre moderne,2,2,56.5,13,1,FALSE,FALSE,TRUE,FALSE,FALSE,2026-01-16,agency,159656
LS-01684,Yaounde,Mvog-Betsi,apartment,0,1,14.0,9,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-04-23,agency,64171
LS-05938,Douala,New Bell,chambre moderne,1,2,53.0,21,1,FALSE,TRUE,FALSE,FALSE,FALSE,2025-12-29,agency,99987
LS-00120,Yaounde,Mendong,apartment,1,1,55.2,7,0,no,FALSE,TRUE,FALSE,FALSE,2026-03-23,agency,84524
LS-02130,Douala,Bonamoussadi,studio,0,1,14.0,10,4,yes,FALSE,TRUE,FALSE,TRUE,2025-11-17,portal,69204
LS-02445,Yaounde,Mendong,duplex,0,1,43.7,13,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-25,agency,68415
LS-01568,Douala,Deido,studio,5,3,138.7,21,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-12-02,agency,551326
LS-00652,Yaounde,Mvan,apartment,2,2,70.0,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,2026-07-26,informal,147972
LS-01162,Yaounde,Biyem-Assi,villa,2,3,63.4,10,2,TRUE,FALSE,TRUE,FALSE,FALSE,2026-08-04,agency,130841
LS-05120,Douala,Bonapriso,duplex,1,1,39.1,9,1,FALSE,FALSE,TRUE,TRUE,TRUE,2025-12-21,agency,141054
LS-03675,Yaounde,Mvan,villa,2,2,69.0,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-02,agency,"152,155"
LS-00615,Douala,Bonaberi,apartment,3,2,91.6,21,1,TRUE,TRUE,FALSE,FALSE,FALSE,2026-05-08,agency,164670
LS-03332,Douala,Bonanjo,apartment,2,3,73.2,5,0,FALSE,FALSE,TRUE,TRUE,FALSE,2026-06-25,informal,
LS-01351,Yaounde,Mimboman,apartment,4,3,126.3,6,1,FALSE,TRUE,FALSE,FALSE,FALSE,18/04/2026,agency,291222
LS-00427,Douala,Ndokoti,duplex,3,3,104.5,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-19,portal,225582
LS-03053,Yaounde,Mvan,apartment,2,3,76.1,12,0,FALSE,FALSE,FALSE,FALSE,TRUE,08/09/2025,agency,143777
LS-00947,Yaounde,Nkolbisson,chambre moderne,1,2,32.9,6,4,FALSE,TRUE,FALSE,FALSE,FALSE,2026-05-01,agency,76942
LS-00732,Douala,Makepe,studio,2,2,81.2,20,1,FALSE,TRUE,TRUE,TRUE,FALSE,2025-08-23,agency,306273
LS-00534,Douala,Bonanjo,villa,3,3,89.8,15,4,FALSE,TRUE,FALSE,FALSE,FALSE,2026-06-26,informal,
LS-06191,Yaounde,Mimboman,duplex,2,2,58.1,21,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-30,agency,67459
LS-00797,Yaounde,Mvan,villa,1,1,41.9,7,2,FALSE,TRUE,TRUE,FALSE,FALSE,2026-08-12,informal,67541
LS-00204,Douala,Akwa,studio,3,2,97.5,21,0,FALSE,TRUE,FALSE,TRUE,TRUE,2025-08-14,portal,509995
LS-00788,Douala,Bepanda,studio,1,2,39.9,29,0,FALSE,TRUE,FALSE,FALSE,FALSE,09/05/2026,informal,59505
LS-03604,Douala,Bepanda,duplex,2,2,73.5,23,0,FALSE,FALSE,TRUE,FALSE,FALSE,2025-12-27,portal,210482
LS-03496,Yaounde,Mimboman,chambre moderne,1,1,50.8,10,0,FALSE,TRUE,TRUE,FALSE,FALSE,2025-12-03,portal,70432
LS-00686,Douala,Akwa,duplex,5,3,143.2,14,1,FALSE,FALSE,FALSE,FALSE,TRUE,2026-07-28,agency,629254
LS-02827,Douala,Bonapriso,duplex,2,2,96.5,11,3,TRUE,TRUE,TRUE,FALSE,TRUE,2025-09-14,agency,367231
LS-00138,Yaounde,Nsam,duplex,2,2,65.8,11,0,FALSE,TRUE,TRUE,FALSE,FALSE,2025-10-15,agency,106799
LS-03411,Yaounde,Mimboman,studio,3,3,100.1,0,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-08-18,portal,191185
LS-06070,Douala,Makepe,duplex,3,2,94.5,12,3,FALSE,FALSE,FALSE,FALSE,TRUE,2026-02-06,agency,518866
LS-03940,Douala,PK14,duplex,0,1,25.5,2,2,FALSE,FALSE,TRUE,FALSE,FALSE,2026-02-15,portal,58949
LS-03834,Douala,Bonamoussadi,apartment,4,3,115.5,15,2,FALSE,FALSE,FALSE,TRUE,FALSE,2026-08-03,informal,576240
LS-01193,Yaounde,Mvog-Betsi,duplex,3,2,103.3,30,4,FALSE,FALSE,FALSE,FALSE,FALSE,2026-07-17,agency,176093
LS-04025,Yaounde,Mimboman,apartment,3,2,101.0 m2,19,0,FALSE,TRUE,FALSE,FALSE,FALSE,2026-07-02,informal,160369
LS-03640,Douala,PK14,chambre moderne,1,2,34.2,27,4,FALSE,FALSE,FALSE,FALSE,FALSE,2025-07-05,agency,54561
LS-06014,Douala,Makepe,chambre moderne,3,2,89.8,0,3,TRUE,TRUE,TRUE,FALSE,FALSE,2026-07-14,agency,229013
LS-03937,Yaounde,Biyem-Assi,villa,3,3,95.6 m2,14,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-06-23,agency,226143
LS-03088,Douala,Logpom,chambre moderne,4,3,114.6,25,3,FALSE,TRUE,TRUE,TRUE,TRUE,2026-06-05,agency,347167
LS-01614,Douala,Ndokoti,duplex,2,3,89.0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-08-20,portal,167266
LS-02891,Douala,PK14,apartment,2,2,66.9,9,2,no,FALSE,FALSE,FALSE,TRUE,2026-07-13,portal,80232
LS-04743,Douala,Bonapriso,duplex,1,2,50.9,21,2,FALSE,FALSE,TRUE,FALSE,FALSE,2025-12-05,informal,
LS-02227,Douala,Bonamoussadi,chambre moderne,4,2,114.8,19,0,FALSE,FALSE,TRUE,FALSE,TRUE,2025-10-01,agency,384645
LS-01475,Douala,Bonaberi,apartment,2,3,83.2,5,0,FALSE,FALSE,TRUE,FALSE,FALSE,2026-02-18,portal,164767
LS-02736,Yaounde,Golf,apartment,2,2,79.6,7,1,yes,TRUE,TRUE,TRUE,FALSE,2026-02-06,agency,412266
LS-00602,Yaounde,Mvog-Betsi,apartment,3,3,98.1,14,1,FALSE,FALSE,TRUE,FALSE,FALSE,20/06/2026,portal,153790
LS-00781,Yaounde,Bastos,studio,2,1,70.0,15,1,FALSE,TRUE,TRUE,TRUE,FALSE,2025-07-18,agency,"195,558"
LS-04462,Yaounde,Emana,apartment,2,1,91.7,19,0,FALSE,FALSE,FALSE,FALSE,FALSE,2025-11-23,agency,146089
LS-02900,Yaounde,Bastos,apartment,2,2,80.8,20,4,TRUE,TRUE,FALSE,TRUE,TRUE,2026-05-14,agency,423370
LS-04052,Douala,New Bell,villa,3,3,84.3,10,1,FALSE,FALSE,FALSE,FALSE,FALSE,2025-10-25,agency,137636
LS-00029,Douala,Bepanda,villa,2,3,56.9,8,0,FALSE,TRUE,FALSE,FALSE,TRUE,2026-02-11,portal,176190
LS-02392,Douala,PK14,apartment,0,1,23.9,17,3,no,FALSE,TRUE,FALSE,FALSE,2026-01-12,agency,40452
LS-05508,Yaounde,Etoudi,apartment,1,2,48.0,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,2026-06-01,agency,111951
LS-06178,Douala,Bonapriso,duplex,3,2,96.4,12,2,yes,FALSE,TRUE,TRUE,FALSE,22/04/2026,agency,345445
LS-04929,Douala,Deido,duplex,2,2,70.1,15,2,TRUE,TRUE,TRUE,FALSE,FALSE,2025-07-24,agency,136512
LS-00243,Yaounde,Golf,chambre moderne,2,2,78.0,21,2,TRUE,TRUE,TRUE,FALSE,TRUE,2025-11-01,agency,249563
LS-04394,Douala,Akwa,studio,2,2,68.4,9,4,TRUE,FALSE,FALSE,TRUE,FALSE,2025-12-23,agency,267742
LS-03876,Douala,Logpom,villa,2,2,52.6,9,1,TRUE,TRUE,FALSE,FALSE,FALSE,2026-07-24,informal,
LS-01376,Yaounde,Nkolbisson,chambre moderne,3,3,89.4,10,0,FALSE,FALSE,FALSE,FALSE,FALSE,2026-03-21,agency,"165,383"
LS-05532,Yaounde,Omnisport,apartment,0,1,26.4,10,1,TRUE,TRUE,TRUE,TRUE,FALSE,2025-10-11,agency,84992
LS-02636,Douala,New Bell,apartment,4,3,142.5 m2,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,2025-07-29,portal,359252
LS-00250,Douala,Akwa,villa,3,3,100.3,2,3,TRUE,TRUE,TRUE,TRUE,TRUE,11/02/2026,agency,569826
LS-05740,Yaounde,Nkolbisson,duplex,5,4,163.3,9,0,FALSE,TRUE,FALSE,FALSE,FALSE,2025-12-17,portal,533279
LS-06030,Yaounde,Golf,apartment,2,3,68.7,13,4,TRUE,FALSE,TRUE,TRUE,FALSE,2026-05-08,agency,259338
LS-00670,Yaounde,Nkolbisson,apartment,0,1,14.0,22,1,FALSE,FALSE,FALSE,FALSE,FALSE,2026-04-06,agency,52718
LS-03112,Yaounde,Mendong,chambre moderne,3,2,112.5,0,4,FALSE,FALSE,FALSE,FALSE,TRUE,2026-06-01,agency,425151
LS-01089,Douala,Bonanjo,villa,5,3,147.4,13,1,TRUE,FALSE,TRUE,FALSE,FALSE,2026-03-08,agency,1094294
LS-06190,Yaounde,Emana,studio,5,3,139.4,9,3,FALSE,TRUE,FALSE,FALSE,FALSE,2025-11-01,agency,465997
LS-04406,Douala,New Bell,chambre moderne,0,1,18.2,13,3,FALSE,FALSE,FALSE,FALSE,FALSE,2026-01-11,agency,48531
LS-02739,Yaounde,Golf,studio,2,2,81.7,26,1,TRUE,TRUE,TRUE,TRUE,TRUE,2026-05-14,agency,184721
LS-04084,Douala,Bonamoussadi,apartment,4,3,120.2,16,0,FALSE,TRUE,TRUE,TRUE,TRUE,2025-07-20,informal,1098931
LS-06189,Douala,Akwa,villa,1,2,63.6,17,1,FALSE,FALSE,FALSE,TRUE,FALSE,2025-10-30,agency,218335
LS-04310,Douala,Akwa,apartment,0,1,14.0,29,1,TRUE,FALSE,FALSE,FALSE,FALSE,2026-06-10,agency,100745
